"customer_id","recency","frequency","monetary","r_score","f_score","m_score","rfm_total_score","rfm_cell","segment"
17226,309,3,895.47,2,3,3,8,"233","Needs Attention"
17227,19,12,1878.93,5,5,4,14,"554","Champions"
17228,16,13,2820.03,5,5,4,14,"554","Champions"
17229,97,2,318.76,3,2,2,7,"322","Promising"
17230,265,18,9388.49,2,5,5,12,"255","Cant Lose Them"
17231,13,25,7064.80,5,5,5,15,"555","Champions"
17232,3,2,417.77,5,2,2,9,"522","Potential Loyalists"
17233,36,3,560.86,4,3,2,9,"432","Potential Loyalists"
17234,183,1,149.89,3,2,1,6,"321","Promising"
17235,26,8,1562.98,4,4,4,12,"444","Champions"
17236,13,12,1929.26,5,5,4,14,"554","Champions"
17237,12,4,994.13,5,3,3,11,"533","Potential Loyalists"
17238,3,32,7331.17,5,5,5,15,"555","Champions"
17239,313,4,1189.45,2,3,3,8,"233","Needs Attention"
17240,597,1,130.60,1,1,1,3,"111","Lost"
17241,386,12,2736.64,2,5,4,11,"254","Cant Lose Them"
17242,109,5,2889.28,3,4,5,12,"345","Loyal Customers"
17243,2,69,20184.68,5,5,5,15,"555","Champions"
17244,54,5,1826.04,4,4,4,12,"444","Champions"
17245,205,2,371.63,2,3,2,7,"232","Needs Attention"
17246,547,2,38.92,1,2,1,4,"121","Lost"
17247,16,1,280.09,5,1,1,7,"511","New Customers"
17248,121,2,500.54,3,3,2,8,"332","Promising"
17249,429,1,68.03,1,1,1,3,"111","Lost"
17250,4,2,381.97,5,2,2,9,"522","Potential Loyalists"
17251,363,3,798.98,2,3,3,8,"233","Needs Attention"
17252,117,2,348.91,3,3,2,8,"332","Promising"
17253,19,1,178.26,5,2,1,8,"521","Potential Loyalists"
17254,5,3,469.48,5,3,2,10,"532","Potential Loyalists"
17255,41,4,781.70,4,4,3,11,"443","Champions"
17256,108,5,498.93,3,4,2,9,"342","Loyal Customers"
17257,437,2,189.78,1,3,1,5,"131","At Risk"
17258,397,2,417.30,2,2,2,6,"222","Needs Attention"
17259,149,6,1452.39,3,4,4,11,"344","Loyal Customers"
17260,412,1,120.95,1,1,1,3,"111","Lost"
17261,510,1,221.59,1,2,1,4,"121","Lost"
17262,53,11,2488.76,4,5,4,13,"454","Champions"
17263,209,1,63.44,2,1,1,4,"211","About To Sleep"
17264,425,1,268.28,1,1,1,3,"111","Lost"
17265,139,2,550.01,3,2,2,7,"322","Promising"
17266,3,5,501.72,5,4,2,11,"542","Champions"
17267,128,2,317.20,3,2,2,7,"322","Promising"
17268,108,11,1733.89,3,5,4,12,"354","Loyal Customers"
17269,386,1,491.81,2,1,2,5,"212","About To Sleep"
17270,470,2,601.45,1,3,2,6,"132","At Risk"
17271,737,1,204.30,1,2,1,4,"121","Lost"
17272,43,4,2148.63,4,3,4,11,"434","Potential Loyalists"
17273,425,1,141.12,1,2,1,4,"121","Lost"
17274,36,2,573.22,4,2,2,8,"422","Potential Loyalists"
17275,384,1,114.10,2,1,1,4,"211","About To Sleep"
17276,403,1,501.24,2,1,2,5,"212","About To Sleep"
17277,228,2,1065.35,2,2,3,7,"223","Needs Attention"
17278,242,2,271.24,2,2,1,5,"221","Needs Attention"
17279,58,1,187.83,4,2,1,7,"421","Potential Loyalists"
17280,439,1,118.86,1,1,1,3,"111","Lost"
17281,375,6,797.85,2,4,3,9,"243","At Risk"
17282,131,5,2308.54,3,4,4,11,"344","Loyal Customers"
17283,379,1,188.46,2,2,1,5,"221","Needs Attention"
17284,61,7,2558.60,3,4,4,11,"344","Loyal Customers"
17285,629,2,400.44,1,2,2,5,"122","Lost"
17286,22,3,389.18,4,3,2,9,"432","Potential Loyalists"
17287,27,21,3826.86,4,5,5,14,"455","Champions"
17288,10,11,2468.43,5,5,4,14,"554","Champions"
17289,32,9,2041.80,4,5,4,13,"454","Champions"
17290,4,8,1427.48,5,5,4,14,"554","Champions"
17291,309,1,550.80,2,1,2,5,"212","About To Sleep"
17292,473,2,271.75,1,2,1,4,"121","Lost"
17293,9,17,3750.63,5,5,5,15,"555","Champions"
17294,670,2,467.79,1,3,2,6,"132","At Risk"
17295,29,3,547.00,4,3,2,9,"432","Potential Loyalists"
17296,731,1,338.13,1,1,2,4,"112","Lost"
17297,18,1,128.18,5,1,1,7,"511","New Customers"
17298,102,5,938.36,3,4,3,10,"343","Loyal Customers"
17299,12,6,993.23,5,4,3,12,"543","Champions"
17300,391,2,393.64,2,2,2,6,"222","Needs Attention"
17301,22,2,294.39,4,2,2,8,"422","Potential Loyalists"
17302,15,5,1135.63,5,4,3,12,"543","Champions"
17303,362,1,250.04,2,1,1,4,"211","About To Sleep"
17304,535,1,111.50,1,1,1,3,"111","Lost"
17305,649,1,2135.46,1,1,4,6,"114","Hibernating"
17306,11,21,9782.35,5,5,5,15,"555","Champions"
17307,396,11,3999.89,2,5,5,12,"255","Cant Lose Them"
17308,394,2,4511.76,2,2,5,9,"225","Needs Attention"
17309,96,3,320.39,3,3,2,8,"332","Promising"
17310,388,2,1025.10,2,2,3,7,"223","Needs Attention"
17311,79,6,3566.56,3,4,5,12,"345","Loyal Customers"
17312,139,3,644.30,3,3,3,9,"333","Promising"
17313,32,1,2328.84,4,1,4,9,"414","New Customers"
17314,25,17,4904.43,4,5,5,14,"455","Champions"
17315,2,41,9559.50,5,5,5,15,"555","Champions"
17316,421,1,124.45,1,1,1,3,"111","Lost"
17317,47,3,2600.34,4,3,4,11,"434","Potential Loyalists"
17318,726,1,157.33,1,2,1,4,"121","Lost"
17319,670,1,29.10,1,1,1,3,"111","Lost"
17320,101,6,2444.85,3,4,4,11,"344","Loyal Customers"
17321,9,6,1665.21,5,4,4,13,"544","Champions"
17322,377,5,922.59,2,4,3,9,"243","At Risk"
17323,16,12,1547.64,5,5,4,14,"554","Champions"
17324,18,12,2171.07,5,5,4,14,"554","Champions"
17325,281,3,609.57,2,3,3,8,"233","Needs Attention"
17326,409,2,312.35,2,2,2,6,"222","Needs Attention"
17327,410,2,152.35,1,2,1,4,"121","Lost"
17328,674,1,104.70,1,1,1,3,"111","Lost"
17329,15,5,998.53,5,4,3,12,"543","Champions"
17330,23,4,423.80,4,4,2,10,"442","Champions"
17331,124,1,175.20,3,2,1,6,"321","Promising"
17332,529,5,827.77,1,4,3,8,"143","At Risk"
17333,86,1,494.25,3,1,2,6,"312","Promising"
17334,303,3,635.15,2,3,3,8,"233","Needs Attention"
17335,384,2,497.04,2,3,2,7,"232","Needs Attention"
17336,473,1,81.12,1,1,1,3,"111","Lost"
17337,152,4,1979.61,3,3,4,10,"334","Promising"
17338,18,17,11880.54,5,5,5,15,"555","Champions"
17339,95,3,302.36,3,3,2,8,"332","Promising"
17340,30,18,19617.95,4,5,5,14,"455","Champions"
17341,157,5,1272.21,3,4,4,11,"344","Loyal Customers"
17342,380,4,1227.54,2,4,4,10,"244","Cant Lose Them"
17343,356,6,1259.94,2,4,4,10,"244","Cant Lose Them"
17344,47,2,457.36,4,2,2,8,"422","Potential Loyalists"
17345,16,10,1586.63,5,5,4,14,"554","Champions"
17346,4,26,4991.41,5,5,5,15,"555","Champions"
17347,87,1,228.96,3,2,1,6,"321","Promising"
17348,15,9,2430.99,5,5,4,14,"554","Champions"
17349,180,5,772.41,3,4,3,10,"343","Loyal Customers"
17350,9,7,1893.70,5,4,4,13,"544","Champions"
17351,37,12,1964.38,4,5,4,13,"454","Champions"
17352,697,1,36.25,1,1,1,3,"111","Lost"
17353,130,4,3242.00,3,3,5,11,"335","Promising"
17354,51,4,3133.96,4,4,5,13,"445","Champions"
17355,387,1,273.31,2,1,1,4,"211","About To Sleep"
17356,312,5,946.47,2,4,3,9,"243","At Risk"
17357,25,2,384.39,4,2,2,8,"422","Potential Loyalists"
17358,304,5,861.01,2,4,3,9,"243","At Risk"
17359,12,2,284.46,5,2,1,8,"521","Potential Loyalists"
17360,18,6,1200.51,5,4,3,12,"543","Champions"
17361,50,5,871.79,4,4,3,11,"443","Champions"
17362,240,7,1024.04,2,4,3,9,"243","At Risk"
17363,396,3,920.46,2,3,3,8,"233","Needs Attention"
17364,1,28,11972.92,5,5,5,15,"555","Champions"
17365,13,15,8179.45,5,5,5,15,"555","Champions"
17366,433,2,1077.24,1,2,3,6,"123","Hibernating"
17367,239,1,167.55,2,2,1,5,"221","Needs Attention"
17368,24,14,2758.29,4,5,4,13,"454","Champions"
17369,456,1,979.20,1,1,3,5,"113","Hibernating"
17370,73,4,446.18,3,3,2,8,"332","Promising"
17371,18,6,651.37,5,4,3,12,"543","Champions"
17372,41,27,4316.46,4,5,5,14,"455","Champions"
17373,41,7,1167.50,4,4,3,11,"443","Champions"
17374,219,3,727.11,2,3,3,8,"233","Needs Attention"
17375,200,4,660.55,2,3,3,8,"233","Needs Attention"
17376,71,4,453.64,3,4,2,9,"342","Loyal Customers"
17377,24,78,17639.23,4,5,5,14,"455","Champions"
17378,375,1,10.95,2,2,1,5,"221","Needs Attention"
17379,12,1,389.72,5,1,2,8,"512","New Customers"
17380,435,3,645.00,1,3,3,7,"133","At Risk"
17381,9,38,36398.65,5,5,5,15,"555","Champions"
17382,66,8,902.28,3,5,3,11,"353","Loyal Customers"
17383,5,2,304.09,5,2,2,9,"522","Potential Loyalists"
17384,20,3,507.55,4,3,2,9,"432","Potential Loyalists"
17385,15,1,256.11,5,1,1,7,"511","New Customers"
17386,8,7,2812.77,5,4,4,13,"544","Champions"
17387,20,2,746.81,5,2,3,10,"523","Potential Loyalists"
17388,78,11,2675.37,3,5,4,12,"354","Loyal Customers"
17389,1,61,57215.33,5,5,5,15,"555","Champions"
17390,421,1,149.30,1,2,1,4,"121","Lost"
17391,164,2,508.80,3,2,2,7,"322","Promising"
17392,307,3,579.92,2,3,2,7,"232","Needs Attention"
17393,411,2,381.15,1,2,2,5,"122","Lost"
17394,220,1,203.87,2,2,1,5,"221","Needs Attention"
17395,509,1,97.50,1,1,1,3,"111","Lost"
17396,40,13,8391.60,4,5,5,14,"455","Champions"
17397,23,3,1198.28,4,3,3,10,"433","Potential Loyalists"
17398,115,3,653.38,3,3,3,9,"333","Promising"
17400,127,8,4623.28,3,5,5,13,"355","Loyal Customers"
17401,542,1,114.85,1,1,1,3,"111","Lost"
17402,5,22,4600.56,5,5,5,15,"555","Champions"
17403,37,2,382.87,4,2,2,8,"422","Potential Loyalists"
17404,5,21,47638.12,5,5,5,15,"555","Champions"
17405,2,3,1031.41,5,3,3,11,"533","Potential Loyalists"
17406,334,13,4186.95,2,5,5,12,"255","Cant Lose Them"
17407,412,1,552.90,1,1,2,4,"112","Lost"
17408,164,3,316.09,3,3,2,8,"332","Promising"
17409,185,10,7793.51,3,5,5,13,"355","Loyal Customers"
17410,17,5,1214.72,5,4,4,13,"544","Champions"
17411,13,5,1425.38,5,4,4,13,"544","Champions"
17412,3,16,4220.22,5,5,5,15,"555","Champions"
17413,405,2,560.14,2,2,2,6,"222","Needs Attention"
17414,44,6,2249.52,4,4,4,12,"444","Champions"
17415,80,1,507.84,3,1,2,6,"312","Promising"
17416,30,22,17298.45,4,5,5,14,"455","Champions"
17417,549,1,164.18,1,2,1,4,"121","Lost"
17418,43,3,670.06,4,3,3,10,"433","Potential Loyalists"
17419,12,18,6126.25,5,5,5,15,"555","Champions"
17420,51,6,953.58,4,4,3,11,"443","Champions"
17421,387,3,1059.41,2,3,3,8,"233","Needs Attention"
17422,17,11,3594.76,5,5,5,15,"555","Champions"
17423,47,3,1118.95,4,3,3,10,"433","Potential Loyalists"
17425,20,2,759.17,4,2,3,9,"423","Potential Loyalists"
17426,9,13,8077.77,5,5,5,15,"555","Champions"
17427,72,1,100.80,3,1,1,5,"311","Promising"
17428,1,45,31466.76,5,5,5,15,"555","Champions"
17429,129,5,1357.46,3,4,4,11,"344","Loyal Customers"
17430,33,4,622.57,4,4,3,11,"443","Champions"
17431,314,1,403.30,2,1,2,5,"212","About To Sleep"
17432,19,9,1728.99,5,5,4,14,"554","Champions"
17433,89,2,569.96,3,2,2,7,"322","Promising"
17434,3,7,2373.82,5,4,4,13,"544","Champions"
17435,412,1,331.35,1,1,2,4,"112","Lost"
17436,2,5,534.06,5,4,2,11,"542","Champions"
17437,530,1,369.68,1,1,2,4,"112","Lost"
17438,254,5,1422.77,2,4,4,10,"244","Cant Lose Them"
17439,656,1,325.74,1,1,2,4,"112","Lost"
17440,157,4,323.58,3,3,2,8,"332","Promising"
17441,733,1,293.35,1,1,2,4,"112","Lost"
17442,37,15,4620.30,4,5,5,14,"455","Champions"
17443,220,1,534.24,2,1,2,5,"212","About To Sleep"
17444,152,2,2389.10,3,2,4,9,"324","Promising"
17446,177,2,120.90,3,2,1,6,"321","Promising"
17447,41,2,541.53,4,2,2,8,"422","Potential Loyalists"
17448,530,41,14448.67,1,5,5,11,"155","Cant Lose Them"
17449,3,13,4865.15,5,5,5,15,"555","Champions"
17450,9,51,244784.25,5,5,5,15,"555","Champions"
17451,2,7,1721.40,5,4,4,13,"544","Champions"
17453,18,2,486.72,5,3,2,10,"532","Potential Loyalists"
17454,193,10,1547.94,2,5,4,11,"254","Cant Lose Them"
17455,204,1,131.70,2,1,1,4,"211","About To Sleep"
17456,366,2,975.56,2,2,3,7,"223","Needs Attention"
17457,127,14,5984.81,3,5,5,13,"355","Loyal Customers"
17458,16,2,529.58,5,2,2,9,"522","Potential Loyalists"
17459,44,2,657.30,4,2,3,9,"423","Potential Loyalists"
17460,95,16,2157.97,3,5,4,12,"354","Loyal Customers"
17461,23,3,735.82,4,3,3,10,"433","Potential Loyalists"
17462,61,2,675.69,3,2,3,8,"323","Promising"
17463,17,7,2535.26,5,4,4,13,"544","Champions"
17464,159,3,907.14,3,3,3,9,"333","Promising"
17465,426,7,2542.79,1,4,4,9,"144","Cant Lose Them"
17466,11,2,763.28,5,2,3,10,"523","Potential Loyalists"
17467,396,1,102.60,2,1,1,4,"211","About To Sleep"
17468,11,3,194.80,5,3,1,9,"531","Potential Loyalists"
17469,17,17,5051.25,5,5,5,15,"555","Champions"
17470,45,11,2626.47,4,5,4,13,"454","Champions"
17471,475,1,321.65,1,1,2,4,"112","Lost"
17472,192,4,922.35,2,4,3,9,"243","At Risk"
17473,409,2,607.00,2,2,3,7,"223","Needs Attention"
17474,600,1,1047.00,1,1,3,5,"113","Hibernating"
17475,80,1,194.37,3,2,1,6,"321","Promising"
17476,396,2,489.86,2,3,2,7,"232","Needs Attention"
17477,613,2,1144.30,1,2,3,6,"123","Hibernating"
17478,409,2,1272.80,2,3,4,9,"234","Needs Attention"
17479,633,1,389.26,1,1,2,4,"112","Lost"
17480,78,2,882.23,3,2,3,8,"323","Promising"
17481,4,4,1255.59,5,4,4,13,"544","Champions"
17482,488,2,775.64,1,2,3,6,"123","Hibernating"
17483,66,4,591.73,3,4,2,9,"342","Loyal Customers"
17484,577,2,209.57,1,3,1,5,"131","At Risk"
17486,262,1,396.87,2,1,2,5,"212","About To Sleep"
17487,729,1,160.55,1,2,1,4,"121","Lost"
17488,642,1,336.50,1,1,2,4,"112","Lost"
17489,59,2,376.64,4,2,2,8,"422","Potential Loyalists"
17490,1,9,2750.50,5,5,4,14,"554","Champions"
17491,2,17,5653.67,5,5,5,15,"555","Champions"
17492,249,3,1122.42,2,3,3,8,"233","Needs Attention"
17493,386,1,100.91,2,1,1,4,"211","About To Sleep"
17494,502,1,54.70,1,1,1,3,"111","Lost"
17495,8,3,806.72,5,3,3,11,"533","Potential Loyalists"
17496,359,4,1412.89,2,3,4,9,"234","Needs Attention"
17497,391,2,287.25,2,2,2,6,"222","Needs Attention"
17498,76,1,272.22,3,1,1,5,"311","Promising"
17499,290,2,1341.39,2,2,4,8,"224","Needs Attention"
17500,18,3,1138.00,5,3,3,11,"533","Potential Loyalists"
17501,221,2,288.60,2,2,2,6,"222","Needs Attention"
17502,10,4,689.10,5,3,3,11,"533","Potential Loyalists"
17503,3,2,558.96,5,2,2,9,"522","Potential Loyalists"
17504,207,18,9490.17,2,5,5,12,"255","Cant Lose Them"
17505,162,5,2435.48,3,4,4,11,"344","Loyal Customers"
17506,76,1,302.20,3,1,2,6,"312","Promising"
17507,262,2,605.58,2,2,3,7,"223","Needs Attention"
17508,281,8,4579.23,2,5,5,12,"255","Cant Lose Them"
17509,58,8,6083.64,4,4,5,13,"445","Champions"
17510,25,2,514.56,4,2,2,8,"422","Potential Loyalists"
17511,3,60,172132.87,5,5,5,15,"555","Champions"
17512,29,18,5467.82,4,5,5,14,"455","Champions"
17513,73,3,1158.80,3,3,3,9,"333","Promising"
17514,129,2,522.00,3,2,2,7,"322","Promising"
17515,32,9,1602.51,4,5,4,13,"454","Champions"
17516,16,6,947.50,5,4,3,12,"543","Champions"
17517,309,1,153.94,2,2,1,5,"221","Needs Attention"
17518,426,2,329.42,1,2,2,5,"122","Lost"
17519,18,15,4774.17,5,5,5,15,"555","Champions"
17520,54,1,546.81,4,1,2,7,"412","New Customers"
17521,30,5,1278.06,4,4,4,12,"444","Champions"
17522,2,5,1066.15,5,4,3,12,"543","Champions"
17523,12,4,652.74,5,3,3,11,"533","Potential Loyalists"
17524,362,3,539.14,2,3,2,7,"232","Needs Attention"
17525,360,3,1161.90,2,3,3,8,"233","Needs Attention"
17526,5,12,3939.24,5,5,5,15,"555","Champions"
17527,54,4,939.37,4,4,3,11,"443","Champions"
17528,2,8,3628.50,5,5,5,15,"555","Champions"
17529,611,2,1240.25,1,2,4,7,"124","Hibernating"
17530,2,12,2787.10,5,5,4,14,"554","Champions"
17531,191,3,1266.82,2,3,4,9,"234","Needs Attention"
17532,386,1,65.34,2,1,1,4,"211","About To Sleep"
17533,435,1,34.80,1,1,1,3,"111","Lost"
17534,54,5,1668.83,4,4,4,12,"444","Champions"
17535,281,1,164.40,2,2,1,5,"221","Needs Attention"
17536,178,3,364.83,3,3,2,8,"332","Promising"
17537,30,2,887.67,4,2,3,9,"423","Potential Loyalists"
17538,26,1,98.42,4,1,1,6,"411","New Customers"
17539,629,3,1161.84,1,3,3,7,"133","At Risk"
17540,25,6,1590.60,4,4,4,12,"444","Champions"
17541,510,1,119.86,1,1,1,3,"111","Lost"
17542,270,3,340.85,2,3,2,7,"232","Needs Attention"
17543,550,1,120.05,1,1,1,3,"111","Lost"
17544,391,3,944.82,2,3,3,8,"233","Needs Attention"
17545,44,6,1409.86,4,4,4,12,"444","Champions"
17547,376,2,727.85,2,2,3,7,"223","Needs Attention"
17548,234,4,731.26,2,3,3,8,"233","Needs Attention"
17549,24,2,148.86,4,2,1,7,"421","Potential Loyalists"
17550,198,9,2506.64,2,5,4,11,"254","Cant Lose Them"
17551,360,1,290.34,2,1,2,5,"212","About To Sleep"
17552,61,12,2786.77,3,5,4,12,"354","Loyal Customers"
17553,130,4,3757.60,3,4,5,12,"345","Loyal Customers"
17554,2,5,1952.45,5,4,4,13,"544","Champions"
17555,20,5,1045.74,4,4,3,11,"443","Champions"
17556,206,2,300.67,2,2,2,6,"222","Needs Attention"
17557,15,4,575.46,5,4,2,11,"542","Champions"
17558,394,1,259.17,2,1,1,4,"211","About To Sleep"
17559,513,1,167.62,1,2,1,4,"121","Lost"
17560,95,8,1895.80,3,4,4,11,"344","Loyal Customers"
17561,20,4,703.02,5,4,3,12,"543","Champions"
17562,15,7,1122.38,5,4,3,12,"543","Champions"
17563,579,2,392.38,1,2,2,5,"122","Lost"
17564,25,3,454.01,4,3,2,9,"432","Potential Loyalists"
17565,587,1,131.83,1,1,1,3,"111","Lost"
17566,9,2,869.77,5,2,3,10,"523","Potential Loyalists"
17567,8,9,4838.08,5,5,5,15,"555","Champions"
17568,634,1,374.45,1,1,2,4,"112","Lost"
17569,333,1,344.14,2,1,2,5,"212","About To Sleep"
17571,51,5,1629.66,4,4,4,12,"444","Champions"
17572,72,10,652.21,3,5,3,11,"353","Loyal Customers"
17573,30,3,380.60,4,3,2,9,"432","Potential Loyalists"
17574,243,1,185.65,2,2,1,5,"221","Needs Attention"
17575,668,1,171.70,1,2,1,4,"121","Lost"
17576,9,41,8705.60,5,5,5,15,"555","Champions"
17577,646,2,348.75,1,3,2,6,"132","At Risk"
17578,219,7,1047.33,2,4,3,9,"243","At Risk"
17579,5,4,753.28,5,3,3,11,"533","Potential Loyalists"
17580,253,5,538.07,2,4,2,8,"242","At Risk"
17581,1,43,17951.17,5,5,5,15,"555","Champions"
17582,237,5,1446.95,2,4,4,10,"244","Cant Lose Them"
17583,561,1,135.95,1,2,1,4,"121","Lost"
17584,8,6,5309.42,5,4,5,14,"545","Champions"
17585,110,7,2064.71,3,4,4,11,"344","Loyal Customers"
17586,620,1,167.40,1,2,1,4,"121","Lost"
17587,629,1,173.76,1,2,1,4,"121","Lost"
17588,101,7,2939.55,3,4,5,12,"345","Loyal Customers"
17589,61,18,13806.27,3,5,5,13,"355","Loyal Customers"
17590,3,3,1466.77,5,3,4,12,"534","Potential Loyalists"
17591,74,8,2339.32,3,4,4,11,"344","Loyal Customers"
17592,739,1,148.30,1,2,1,4,"121","Lost"
17593,4,11,8092.32,5,5,5,15,"555","Champions"
17594,86,4,2497.88,3,3,4,10,"334","Promising"
17595,13,2,386.69,5,2,2,9,"522","Potential Loyalists"
17596,24,13,4491.46,4,5,5,14,"455","Champions"
17597,214,5,3484.09,2,4,5,11,"245","Cant Lose Them"
17598,382,1,409.98,2,1,2,5,"212","About To Sleep"
17599,478,1,52.05,1,1,1,3,"111","Lost"
17600,18,1,161.67,5,2,1,8,"521","Potential Loyalists"
17601,240,2,412.66,2,2,2,6,"222","Needs Attention"
17602,3,14,7354.43,5,5,5,15,"555","Champions"
17603,79,4,1788.38,3,4,4,11,"344","Loyal Customers"
17604,218,6,942.38,2,4,3,9,"243","At Risk"
17605,591,1,160.75,1,2,1,4,"121","Lost"
17606,738,1,87.30,1,1,1,3,"111","Lost"
17607,377,1,333.81,2,1,2,5,"212","About To Sleep"
17608,34,4,488.06,4,3,2,9,"432","Potential Loyalists"
17609,41,11,1875.36,4,5,4,13,"454","Champions"
17610,541,5,1511.94,1,4,4,9,"144","Cant Lose Them"
17611,8,28,8287.53,5,5,5,15,"555","Champions"
17612,54,18,5394.86,4,5,5,14,"455","Champions"
17613,23,14,4544.55,4,5,5,14,"455","Champions"
17614,58,1,386.32,4,1,2,7,"412","New Customers"
17615,131,6,721.80,3,4,3,10,"343","Loyal Customers"
17616,174,4,734.40,3,4,3,10,"343","Loyal Customers"
17617,559,1,385.19,1,1,2,4,"112","Lost"
17618,6,11,4001.64,5,5,5,15,"555","Champions"
17619,313,1,214.37,2,2,1,5,"221","Needs Attention"
17620,60,1,81.44,3,1,1,5,"311","Promising"
17621,22,6,3175.12,4,4,5,13,"445","Champions"
17622,598,2,1130.21,1,3,3,7,"133","At Risk"
17623,33,7,2365.77,4,4,4,12,"444","Champions"
17624,15,4,1568.63,5,3,4,12,"534","Potential Loyalists"
17625,19,8,5978.90,5,4,5,14,"545","Champions"
17626,603,1,254.00,1,1,1,3,"111","Lost"
17627,479,1,296.36,1,1,2,4,"112","Lost"
17628,82,1,75.75,3,1,1,5,"311","Promising"
17629,6,10,2455.52,5,5,4,14,"554","Champions"
17630,170,2,503.60,3,3,2,8,"332","Promising"
17631,2,7,998.49,5,4,3,12,"543","Champions"
17633,32,7,2057.39,4,4,4,12,"444","Champions"
17634,37,9,2358.59,4,5,4,13,"454","Champions"
17635,425,3,1265.58,1,3,4,8,"134","At Risk"
17636,20,1,285.56,5,1,2,8,"512","New Customers"
17637,32,2,547.06,4,2,2,8,"422","Potential Loyalists"
17638,648,2,842.40,1,2,3,6,"123","Hibernating"
17639,277,6,615.17,2,4,3,9,"243","At Risk"
17640,87,6,3168.94,3,4,5,12,"345","Loyal Customers"
17642,120,5,1824.49,3,4,4,11,"344","Loyal Customers"
17643,374,2,439.70,2,2,2,6,"222","Needs Attention"
17644,2,20,6028.60,5,5,5,15,"555","Champions"
17646,220,12,3898.79,2,5,5,12,"255","Cant Lose Them"
17647,66,3,331.66,3,3,2,8,"332","Promising"
17648,61,5,2216.37,3,4,4,11,"344","Loyal Customers"
17649,139,3,1578.89,3,3,4,10,"334","Promising"
17650,22,1,166.08,4,2,1,7,"421","Potential Loyalists"
17651,12,16,5703.52,5,5,5,15,"555","Champions"
17652,26,12,4867.72,4,5,5,14,"455","Champions"
17653,37,4,1207.56,4,4,4,12,"444","Champions"
17654,278,1,117.55,2,1,1,4,"211","About To Sleep"
17655,11,9,2976.38,5,5,5,15,"555","Champions"
17656,74,5,1674.69,3,4,4,11,"344","Loyal Customers"
17657,431,1,126.00,1,1,1,3,"111","Lost"
17658,26,2,595.42,4,3,2,9,"432","Potential Loyalists"
17659,18,14,3586.99,5,5,5,15,"555","Champions"
17660,142,2,342.22,3,3,2,8,"332","Promising"
17662,662,2,412.92,1,2,2,5,"122","Lost"
17663,26,17,5175.83,4,5,5,14,"455","Champions"
17664,19,4,1166.23,5,3,3,11,"533","Potential Loyalists"
17665,494,1,563.10,1,1,2,4,"112","Lost"
17666,4,5,2047.80,5,4,4,13,"544","Champions"
17667,67,9,3950.70,3,5,5,13,"355","Loyal Customers"
17668,2,2,347.75,5,3,2,10,"532","Potential Loyalists"
17669,43,10,6142.35,4,5,5,14,"455","Champions"
17670,228,1,205.70,2,2,1,5,"221","Needs Attention"
17671,16,5,2009.16,5,4,4,13,"544","Champions"
17672,51,6,5663.74,4,4,5,13,"445","Champions"
17673,2,13,4173.88,5,5,5,15,"555","Champions"
17674,75,2,551.04,3,2,2,7,"322","Promising"
17675,2,70,37642.48,5,5,5,15,"555","Champions"
17676,5,10,2448.64,5,5,4,14,"554","Champions"
17677,2,54,35058.46,5,5,5,15,"555","Champions"
17678,264,2,599.76,2,3,2,7,"232","Needs Attention"
17679,53,7,3577.61,4,4,5,13,"445","Champions"
17680,24,3,497.45,4,3,2,9,"432","Potential Loyalists"
17681,598,5,731.20,1,4,3,8,"143","At Risk"
17682,11,11,4065.28,5,5,5,15,"555","Champions"
17683,386,3,819.01,2,3,3,8,"233","Needs Attention"
17684,44,1,239.41,4,1,1,6,"411","New Customers"
17685,17,12,5454.95,5,5,5,15,"555","Champions"
17686,8,9,8296.81,5,5,5,15,"555","Champions"
17687,421,1,432.68,1,1,2,4,"112","Lost"
17688,394,1,304.20,2,1,2,5,"212","About To Sleep"
17689,389,2,317.08,2,2,2,6,"222","Needs Attention"
17690,31,20,6963.80,4,5,5,14,"455","Champions"
17691,359,4,637.55,2,3,3,8,"233","Needs Attention"
17692,128,12,2960.44,3,5,5,13,"355","Loyal Customers"
17693,138,1,200.47,3,2,1,6,"321","Promising"
17694,142,3,1695.97,3,3,4,10,"334","Promising"
17695,132,5,1746.04,3,4,4,11,"344","Loyal Customers"
17696,39,27,7679.59,4,5,5,14,"455","Champions"
17697,237,1,338.95,2,1,2,5,"212","About To Sleep"
17698,261,1,154.95,2,2,1,5,"221","Needs Attention"
17699,477,2,442.00,1,2,2,5,"122","Lost"
17700,17,14,6679.97,5,5,5,15,"555","Champions"
17701,253,1,417.95,2,1,2,5,"212","About To Sleep"
17702,31,6,3144.04,4,4,5,13,"445","Champions"
17703,36,4,1094.84,4,4,3,11,"443","Champions"
17704,169,2,885.19,3,2,3,8,"323","Promising"
17705,4,11,2083.90,5,5,4,14,"554","Champions"
17706,5,31,20272.15,5,5,5,15,"555","Champions"
17707,186,8,609.30,3,4,3,10,"343","Loyal Customers"
17708,188,4,884.18,2,3,3,8,"233","Needs Attention"
17709,170,5,671.01,3,4,3,10,"343","Loyal Customers"
17710,424,1,293.50,1,1,2,4,"112","Lost"
17711,11,2,385.10,5,2,2,9,"522","Potential Loyalists"
17712,45,1,522.91,4,1,2,7,"412","New Customers"
17713,383,4,1198.09,2,3,3,8,"233","Needs Attention"
17714,321,5,1410.18,2,4,4,10,"244","Cant Lose Them"
